,time,open,high,low,close,volume,market_cap
284,2020-01-10,137.73,145.17,135.32,144.84,409403.6,409403.59507000
285,2020-01-11,144.83,148.05,142.09,142.38,368350.6,368350.57939000
286,2020-01-12,142.4,146.6,141.76,146.54,229541.86,229541.86137000
287,2020-01-13,146.56,147.0,142.27,143.58,207996.62,207996.61865000
288,2020-01-14,143.58,171.7,143.51,165.64,1108476.2,1108476.31186000
289,2020-01-15,165.6,171.98,159.2,166.4,721687.8,721687.80381000
290,2020-01-16,166.4,167.4,157.8,164.21,456170.88,456170.86719000
291,2020-01-17,164.24,174.81,162.14,169.85,767180.7,767180.67853000
292,2020-01-18,169.92,179.5,164.92,174.14,688783.2,688783.17982000
293,2020-01-19,174.1,178.05,161.66,166.79,624681.3,624681.28604000
294,2020-01-20,166.79,169.33,161.24,166.87,358092.88,358092.88410000
295,2020-01-21,166.86,170.32,164.8,169.49,308007.62,308007.63530000
296,2020-01-22,169.48,171.47,166.03,168.07,272240.9,272240.90286000
297,2020-01-23,168.07,168.2,159.21,162.81,373414.34,373414.34985000
298,2020-01-24,162.85,164.45,155.55,162.54,430013.2,430013.19902000
299,2020-01-25,162.51,162.79,157.61,160.35,219921.66,219921.65197000
300,2020-01-26,160.36,168.08,159.41,167.86,251582.56,251582.55758000
301,2020-01-27,167.91,172.56,165.22,170.08,365894.8,365894.81917000
302,2020-01-28,170.04,176.2,170.03,175.64,473433.9,473433.89609000
303,2020-01-29,175.58,178.45,173.33,173.72,317382.9,317382.90161000
304,2020-01-30,173.68,187.0,170.93,184.69,477721.66,477721.66090000
305,2020-01-31,184.71,185.82,175.22,179.99,385596.53,385596.53365000
306,2020-02-01,179.94,184.28,179.23,183.6,259370.12,259370.12902000
307,2020-02-02,183.63,193.43,179.1,188.44,552621.1,552621.13619000
308,2020-02-03,188.48,195.19,186.62,189.69,417175.97,417175.95781000
309,2020-02-04,189.74,191.6,184.69,188.91,366389.7,366389.69686000
310,2020-02-05,188.91,207.61,188.19,203.78,550942.1,550942.11417000
311,2020-02-06,203.78,216.33,201.02,213.19,608240.25,608240.22330000
312,2020-02-07,213.16,225.0,213.14,223.33,629361.1,629361.15466000
313,2020-02-08,223.36,227.75,213.22,223.05,548551.9,548551.87465000
314,2020-02-09,223.01,230.65,222.86,228.49,350336.25,350336.24399000
315,2020-02-10,228.53,229.4,216.37,222.89,510415.5,510415.49949000
316,2020-02-11,222.89,239.15,218.17,236.69,595576.9,595576.90276000
317,2020-02-12,236.69,275.34,236.69,265.74,1038073.75,1038073.74782000
318,2020-02-13,265.74,277.69,256.08,268.32,1089679.1,1089679.15370000
319,2020-02-14,268.34,287.15,260.28,285.15,734944.3,734944.32266000
320,2020-02-15,285.11,288.41,261.86,264.88,860813.1,860813.14274000
321,2020-02-16,264.91,274.0,237.41,258.85,1110118.5,1110118.46395000
322,2020-02-17,258.89,268.77,242.0,267.85,1110371.4,1110371.39094000
323,2020-02-18,267.9,285.88,258.0,282.61,1115523.5,1115523.43992000
324,2020-02-19,282.64,285.0,251.56,258.45,705973.75,705973.72988000
325,2020-02-20,258.44,264.33,245.34,256.96,972969.7,972969.71691000
326,2020-02-21,256.97,268.24,253.61,265.27,525827.9,525827.87340000
327,2020-02-22,265.32,266.81,256.0,261.57,313062.53,313062.52133000
328,2020-02-23,261.55,275.68,261.02,274.48,444740.84,444740.82883000
329,2020-02-24,274.5,277.2,257.09,265.52,696591.75,696591.72983000
